Median Household Income 
Population Reference Bureau prb.org
"Sources: U.S. Census Bureau, Decennial Census and American Community Survey ."

FIPS,Name,Type,TimeFrame,Data
06007,Butte County,County,1999,47116
06007,Butte County,County,2006-2010,48640
06007,Butte County,County,2013-2017,46516
06009,Calaveras County,County,1999,60544
06009,Calaveras County,County,2006-2010,61937
06009,Calaveras County,County,2013-2017,54800
06011,Colusa County,County,1999,51747
06011,Colusa County,County,2006-2010,54100
06011,Colusa County,County,2013-2017,56481
06013,Contra Costa County,County,1999,93977
06013,Contra Costa County,County,2006-2010,88318
06013,Contra Costa County,County,2013-2017,88456
06015,Del Norte County,County,1999,43748
06015,Del Norte County,County,2006-2010,40695
06015,Del Norte County,County,2013-2017,41287
06017,El Dorado County,County,1999,75984
06017,El Dorado County,County,2006-2010,78870
06017,El Dorado County,County,2013-2017,74885
06019,Fresno County,County,1999,51250
06019,Fresno County,County,2006-2010,52313
06019,Fresno County,County,2013-2017,48730
06021,Glenn County,County,1999,47386
06021,Glenn County,County,2006-2010,48532
06021,Glenn County,County,2013-2017,46260
06023,Humboldt County,County,1999,46086
06023,Humboldt County,County,2006-2010,45169
06023,Humboldt County,County,2013-2017,43718
06025,Imperial County,County,1999,47036
06025,Imperial County,County,2006-2010,43587
06025,Imperial County,County,2013-2017,44779
06027,Inyo County,County,1999,51665
06027,Inyo County,County,2006-2010,50486
06027,Inyo County,County,2013-2017,51500
06029,Kern County,County,1999,52314
06029,Kern County,County,2006-2010,53056
06029,Kern County,County,2013-2017,50826
06031,Kings County,County,1999,52761
06031,Kings County,County,2006-2010,54853
06031,Kings County,County,2013-2017,49742
06033,Lake County,County,1999,43726
06033,Lake County,County,2006-2010,44495
06033,Lake County,County,2013-2017,40446
06035,Lassen County,County,1999,53589
06035,Lassen County,County,2006-2010,56693
06035,Lassen County,County,2013-2017,54083
06037,Los Angeles County,County,1999,62266
06037,Los Angeles County,County,2006-2010,62506
06037,Los Angeles County,County,2013-2017,61015
06039,Madera County,County,1999,53554
06039,Madera County,County,2006-2010,51873
06039,Madera County,County,2013-2017,48210
06041,Marin County,County,1999,105239
06041,Marin County,County,2006-2010,100580
06041,Marin County,County,2013-2017,104703
06043,Mariposa County,County,1999,51104
06043,Mariposa County,County,2006-2010,55320
06043,Mariposa County,County,2013-2017,51385
06045,Mendocino County,County,1999,53126
06045,Mendocino County,County,2006-2010,49304
06045,Mendocino County,County,2013-2017,46528
06047,Merced County,County,1999,52441
06047,Merced County,County,2006-2010,49400
06047,Merced County,County,2013-2017,46338
06049,Modoc County,County,1999,40619
06049,Modoc County,County,2006-2010,38971
06049,Modoc County,County,2013-2017,39296
06051,Mono County,County,1999,66403
06051,Mono County,County,2006-2010,62067
06051,Mono County,County,2013-2017,60595
06053,Monterey County,County,1999,71292
06053,Monterey County,County,2006-2010,66782
06053,Monterey County,County,2013-2017,63249
06055,Napa County,County,1999,76359
06055,Napa County,County,2006-2010,75928
06055,Napa County,County,2013-2017,79637
06057,Nevada County,County,1999,67690
06057,Nevada County,County,2006-2010,64359
06057,Nevada County,County,2013-2017,60610
06059,Orange County,County,1999,86811
06059,Orange County,County,2006-2010,83765
06059,Orange County,County,2013-2017,81851
06061,Placer County,County,1999,84915
06061,Placer County,County,2006-2010,83881
06061,Placer County,County,2013-2017,80488
06063,Plumas County,County,1999,53650
06063,Plumas County,County,2006-2010,49576
06063,Plumas County,County,2013-2017,50266
06065,Riverside County,County,1999,63296
06065,Riverside County,County,2006-2010,65088
06065,Riverside County,County,2013-2017,60807
06067,Sacramento County,County,1999,64667
06067,Sacramento County,County,2006-2010,63591
06067,Sacramento County,County,2013-2017,60239
06069,San Benito County,County,1999,84817
06069,San Benito County,County,2006-2010,74105
06069,San Benito County,County,2013-2017,80760
06071,San Bernardino County,County,1999,62084
06071,San Bernardino County,County,2006-2010,62921
06071,San Bernardino County,County,2013-2017,57156
06073,San Diego County,County,1999,69465
06073,San Diego County,County,2006-2010,71061
06073,San Diego County,County,2013-2017,70588
06075,San Francisco County,County,1999,81500
06075,San Francisco County,County,2006-2010,80339
06075,San Francisco County,County,2013-2017,96265
06077,San Joaquin County,County,1999,60927
06077,San Joaquin County,County,2006-2010,61227
06077,San Joaquin County,County,2013-2017,57813
06079,San Luis Obispo County,County,1999,62619
06079,San Luis Obispo County,County,2006-2010,64634
06079,San Luis Obispo County,County,2013-2017,67175
06081,San Mateo County,County,1999,104520
06081,San Mateo County,County,2006-2010,96501
06081,San Mateo County,County,2013-2017,105667
06083,Santa Barbara County,County,1999,68890
06083,Santa Barbara County,County,2006-2010,67691
06083,Santa Barbara County,County,2013-2017,68023
06085,Santa Clara County,County,1999,109709
06085,Santa Clara County,County,2006-2010,97855
06085,Santa Clara County,County,2013-2017,106761
06087,Santa Cruz County,County,1999,79695
06087,Santa Cruz County,County,2006-2010,73522
06087,Santa Cruz County,County,2013-2017,73663
06089,Shasta County,County,1999,50674
06089,Shasta County,County,2006-2010,49512
06089,Shasta County,County,2013-2017,47258
06091,Sierra County,County,1999,52876
06091,Sierra County,County,2006-2010,n/a
06091,Sierra County,County,2013-2017,n/a
06093,Siskiyou County,County,1999,43583
06093,Siskiyou County,County,2006-2010,41667
06093,Siskiyou County,County,2013-2017,40884
06095,Solano County,County,1999,79844
06095,Solano County,County,2006-2010,77078
06095,Solano County,County,2013-2017,72950
06097,Sonoma County,County,1999,78334
06097,Sonoma County,County,2006-2010,71292
06097,Sonoma County,County,2013-2017,71769
06099,Stanislaus County,County,1999,59184
06099,Stanislaus County,County,2006-2010,57568
06099,Stanislaus County,County,2013-2017,54260
06101,Sutter County,County,1999,56637
06101,Sutter County,County,2006-2010,57399
06101,Sutter County,County,2013-2017,54347
06103,Tehama County,County,1999,46056
06103,Tehama County,County,2006-2010,42970
06103,Tehama County,County,2013-2017,42512
06105,Trinity County,County,1999,40898
06105,Trinity County,County,2006-2010,43632
06105,Trinity County,County,2013-2017,n/a
06107,Tulare County,County,1999,50155
06107,Tulare County,County,2006-2010,49408
06107,Tulare County,County,2013-2017,44871
06109,Tuolumne County,County,1999,57153
06109,Tuolumne County,County,2006-2010,53476
06109,Tuolumne County,County,2013-2017,54325
06111,Ventura County,County,1999,88060
06111,Ventura County,County,2006-2010,84896
06111,Ventura County,County,2013-2017,81972
06113,Yolo County,County,1999,60170
06113,Yolo County,County,2006-2010,64310
06113,Yolo County,County,2013-2017,61621
06115,Yuba County,County,1999,44955
06115,Yuba County,County,2006-2010,52738
06115,Yuba County,County,2013-2017,51776
08001,Adams County,County,1999,69843
08001,Adams County,County,2006-2010,61593
08001,Adams County,County,2013-2017,64087
08003,Alamosa County,County,1999,43460
08003,Alamosa County,County,2006-2010,40489
08003,Alamosa County,County,2013-2017,36315
08005,Arapahoe County,County,1999,79063
08005,Arapahoe County,County,2006-2010,66160
08005,Arapahoe County,County,2013-2017,69553
08007,Archuleta County,County,1999,55937
08007,Archuleta County,County,2006-2010,63173
08007,Archuleta County,County,2013-2017,48016
08009,Baca County,County,1999,41471
08009,Baca County,County,2006-2010,40581
08009,Baca County,County,2013-2017,35898
08011,Bent County,County,1999,41509
08011,Bent County,County,2006-2010,41026
08011,Bent County,County,2013-2017,32500
08013,Boulder County,County,1999,82444
08013,Boulder County,County,2006-2010,73055
08013,Boulder County,County,2013-2017,75669
08014,Broomfield County,County,1999,n/a
08014,Broomfield County,County,2006-2010,85169
08014,Broomfield County,County,2013-2017,85639
08015,Chaffee County,County,1999,50723
08015,Chaffee County,County,2006-2010,48382
08015,Chaffee County,County,2013-2017,53762
08017,Cheyenne County,County,1999,54687
08017,Cheyenne County,County,2006-2010,n/a
08017,Cheyenne County,County,2013-2017,54907
08019,Clear Creek County,County,1999,75265
08019,Clear Creek County,County,2006-2010,68083
08019,Clear Creek County,County,2013-2017,68534
08021,Conejos County,County,1999,36519
08021,Conejos County,County,2006-2010,37888
08021,Conejos County,County,2013-2017,35657
08023,Costilla County,County,1999,28825
08023,Costilla County,County,2006-2010,n/a
08023,Costilla County,County,2013-2017,n/a
08025,Crowley County,County,1999,39558
08025,Crowley County,County,2006-2010,43028
08025,Crowley County,County,2013-2017,n/a
08027,Custer County,County,1999,51259
08027,Custer County,County,2006-2010,n/a
08027,Custer County,County,2013-2017,41330
08029,Delta County,County,1999,48387
08029,Delta County,County,2006-2010,45577
08029,Delta County,County,2013-2017,42487
08031,Denver County,County,1999,58297
08031,Denver County,County,2006-2010,51267
08031,Denver County,County,2013-2017,60098
08033,Dolores County,County,1999,47517
08033,Dolores County,County,2006-2010,48514
08033,Dolores County,County,2013-2017,n/a
08035,Douglas County,County,1999,122393
08035,Douglas County,County,2006-2010,111768
08035,Douglas County,County,2013-2017,111154
08037,Eagle County,County,1999,92511
08037,Eagle County,County,2006-2010,80377
08037,Eagle County,County,2013-2017,83803
08039,Elbert County,County,1999,92213
08039,Elbert County,County,2006-2010,88963
08039,Elbert County,County,2013-2017,92849
08041,El Paso County,County,1999,69136
08041,El Paso County,County,2006-2010,63398
08041,El Paso County,County,2013-2017,62535
08043,Fremont County,County,1999,50401
08043,Fremont County,County,2006-2010,42643
08043,Fremont County,County,2013-2017,44712
08045,Garfield County,County,1999,69390
08045,Garfield County,County,2006-2010,73126
08045,Garfield County,County,2013-2017,66503
08047,Gilpin County,County,1999,76660
08047,Gilpin County,County,2006-2010,65390
08047,Gilpin County,County,2013-2017,72544
08049,Grand County,County,1999,70487
08049,Grand County,County,2006-2010,68091
08049,Grand County,County,2013-2017,66489
08051,Gunnison County,County,1999,54484
08051,Gunnison County,County,2006-2010,55610
08051,Gunnison County,County,2013-2017,52651
08053,Hinsdale County,County,1999,55019
08053,Hinsdale County,County,2006-2010,n/a
08053,Hinsdale County,County,2013-2017,n/a
08055,Huerfano County,County,1999,38041
08055,Huerfano County,County,2006-2010,n/a
08055,Huerfano County,County,2013-2017,35801
08057,Jackson County,County,1999,46964
08057,Jackson County,County,2006-2010,n/a
08057,Jackson County,County,2013-2017,45994
08059,Jefferson County,County,1999,84625
08059,Jefferson County,County,2006-2010,74448
08059,Jefferson County,County,2013-2017,75170
08061,Kiowa County,County,1999,45005
08061,Kiowa County,County,2006-2010,45169
08061,Kiowa County,County,2013-2017,39250
08063,Kit Carson County,County,1999,48928
08063,Kit Carson County,County,2006-2010,46959
08063,Kit Carson County,County,2013-2017,45881
08065,Lake County,County,1999,55627
08065,Lake County,County,2006-2010,46311
08065,Lake County,County,2013-2017,46176
08067,La Plata County,County,1999,59270
08067,La Plata County,County,2006-2010,63572
08067,La Plata County,County,2013-2017,62533
08069,Larimer County,County,1999,71809
08069,Larimer County,County,2006-2010,63600
08069,Larimer County,County,2013-2017,64980
08071,Las Animas County,County,1999,41728
08071,Las Animas County,County,2006-2010,42966
08071,Las Animas County,County,2013-2017,40586
08073,Lincoln County,County,1999,47101
08073,Lincoln County,County,2006-2010,46889
08073,Lincoln County,County,2013-2017,44725
08075,Logan County,County,1999,48297
08075,Logan County,County,2006-2010,46151
08075,Logan County,County,2013-2017,44876
08077,Mesa County,County,1999,52931
08077,Mesa County,County,2006-2010,58665
08077,Mesa County,County,2013-2017,51971
08079,Mineral County,County,1999,51426
08079,Mineral County,County,2006-2010,60209
08079,Mineral County,County,2013-2017,50385
08081,Moffat County,County,1999,61290
08081,Moffat County,County,2006-2010,60377
08081,Moffat County,County,2013-2017,53010
08083,Montezuma County,County,1999,47351
08083,Montezuma County,County,2006-2010,49692
08083,Montezuma County,County,2013-2017,45645
08085,Montrose County,County,1999,52001
08085,Montrose County,County,2006-2010,52494
08085,Montrose County,County,2013-2017,44865
08087,Morgan County,County,1999,51018
08087,Morgan County,County,2006-2010,48574
08087,Morgan County,County,2013-2017,51456
08089,Otero County,County,1999,43890
08089,Otero County,County,2006-2010,38468
08089,Otero County,County,2013-2017,35051
08091,Ouray County,County,1999,62015
08091,Ouray County,County,2006-2010,65792
08091,Ouray County,County,2013-2017,61333
08093,Park County,County,1999,76597
08093,Park County,County,2006-2010,72220
08093,Park County,County,2013-2017,61644
08095,Phillips County,County,1999,47489
08095,Phillips County,County,2006-2010,49670
08095,Phillips County,County,2013-2017,n/a
08097,Pitkin County,County,1999,87630
08097,Pitkin County,County,2006-2010,72675
08097,Pitkin County,County,2013-2017,67755
08099,Prowers County,County,1999,44180
08099,Prowers County,County,2006-2010,38273
08099,Prowers County,County,2013-2017,41740
08101,Pueblo County,County,1999,48372
08101,Pueblo County,County,2006-2010,45856
08101,Pueblo County,County,2013-2017,42386
08103,Rio Blanco County,County,1999,55657
08103,Rio Blanco County,County,2006-2010,65341
08103,Rio Blanco County,County,2013-2017,57991
08105,Rio Grande County,County,1999,46986
08105,Rio Grande County,County,2006-2010,44923
08105,Rio Grande County,County,2013-2017,38534
08107,Routt County,County,1999,79125
08107,Routt County,County,2006-2010,68590
08107,Routt County,County,2013-2017,67472
08109,Saguache County,County,1999,37628
08109,Saguache County,County,2006-2010,34286
08109,Saguache County,County,2013-2017,34765
08111,San Juan County,County,1999,45404
08111,San Juan County,County,2006-2010,49331
08111,San Juan County,County,2013-2017,46397
08113,San Miguel County,County,1999,71601
08113,San Miguel County,County,2006-2010,74813
08113,San Miguel County,County,2013-2017,62243
08115,Sedgwick County,County,1999,41735
08115,Sedgwick County,County,2006-2010,42393
08115,Sedgwick County,County,2013-2017,49583
08117,Summit County,County,1999,83516
08117,Summit County,County,2006-2010,77462
08117,Summit County,County,2013-2017,73538
08119,Teller County,County,1999,74037
08119,Teller County,County,2006-2010,65440
08119,Teller County,County,2013-2017,66809
08121,Washington County,County,1999,47864
08121,Washington County,County,2006-2010,44770
08121,Washington County,County,2013-2017,51458
08123,Weld County,County,1999,62461
08123,Weld County,County,2006-2010,62641
08123,Weld County,County,2013-2017,66489
08125,Yuma County,County,1999,48953
08125,Yuma County,County,2006-2010,47451
08125,Yuma County,County,2013-2017,44668
09001,Fairfield County,County,1999,96300
09001,Fairfield County,County,2006-2010,91566
09001,Fairfield County,County,2013-2017,89773
09003,Hartford County,County,1999,74910
